ClientId,Period,PlanId,State,Lives
13104,202112,17796,AZ,70
13104,202112,17796,CO,80
13104,202112,17796,FL,398
13104,202112,17796,GA,547
13104,202112,17796,IL,159
13104,202112,17796,IN,59
13104,202112,17796,KS,107
13104,202112,17796,KY,678
13104,202112,17796,LA,198
13104,202112,17796,MI,11
13104,202112,17796,MO,77
13104,202112,17796,MS,6
13104,202112,17796,NV,0
13104,202112,17796,OH,218
13104,202112,17796,TN,236
13104,202112,17796,TX,462
13104,202112,17796,UT,51
13104,202112,17796,WI,288
13104,202112,17982,NV,35000
13104,202112,18081,OR,11035
13104,202112,18081,WA,5192
13104,202112,60230,AZ,171
13104,202112,60230,CO,193
13104,202112,60230,FL,951
13104,202112,60230,GA,1307
13104,202112,60230,IL,381
13104,202112,60230,IN,145
13104,202112,60230,KS,256
13104,202112,60230,KY,1601
13104,202112,60230,LA,473
13104,202112,60230,MI,28
13104,202112,60230,MO,186
13104,202112,60230,MS,17
13104,202112,60230,NV,2
13104,202112,60230,OH,521
13104,202112,60230,PR,1196
13104,202112,60230,TN,565
13104,202112,60230,TX,1103
13104,202112,60230,UT,122
13104,202112,60230,WI,689
13104,202112,60279,AL,285
13104,202112,60279,AZ,4844
13104,202112,60279,CA,34846
13104,202112,60279,CO,2836
13104,202112,60279,CT,3219
13104,202112,60279,DC,426
13104,202112,60279,DE,1043
13104,202112,60279,FL,14841
13104,202112,60279,GA,8363
13104,202112,60279,HI,2426
13104,202112,60279,ID,596
13104,202112,60279,IL,7896
13104,202112,60279,IN,2890
13104,202112,60279,KS,910
13104,202112,60279,KY,987
13104,202112,60279,LA,1053
13104,202112,60279,MA,79997
13104,202112,60279,MD,5091
13104,202112,60279,ME,171
13104,202112,60279,MI,4194
13104,202112,60279,MN,2421
13104,202112,60279,MO,4389
13104,202112,60279,MS,396
13104,202112,60279,MT,217
13104,202112,60279,NC,2332
13104,202112,60279,ND,524
13104,202112,60279,NE,228
13104,202112,60279,NH,1184
13104,202112,60279,NJ,9863
13104,202112,60279,NM,600
13104,202112,60279,NV,1557
13104,202112,60279,NY,18509
13104,202112,60279,OH,16043
13104,202112,60279,OK,694
13104,202112,60279,OR,2258
13104,202112,60279,PA,8512
13104,202112,60279,PR,228
13104,202112,60279,RI,410
13104,202112,60279,SC,466
13104,202112,60279,SD,342
13104,202112,60279,TN,2225
13104,202112,60279,TX,13680
13104,202112,60279,UT,1289
13104,202112,60279,VA,4964
13104,202112,60279,VT,670
13104,202112,60279,WA,4864
13104,202112,60279,WI,887
13104,202112,60279,WV,462
13104,202112,60279,WY,51
13104,202112,60280,AK,0
13104,202112,60280,AL,937
13104,202112,60280,AR,687
13104,202112,60280,AZ,986
13104,202112,60280,CA,3223
13104,202112,60280,CO,581
13104,202112,60280,CT,236
13104,202112,60280,DE,18
13104,202112,60280,FL,3529
13104,202112,60280,GA,1945
13104,202112,60280,HI,131
13104,202112,60280,IA,548
13104,202112,60280,ID,107
13104,202112,60280,IL,1940
13104,202112,60280,IN,2470
13104,202112,60280,KS,1018
13104,202112,60280,KY,1667
13104,202112,60280,LA,1577
13104,202112,60280,MA,836
13104,202112,60280,MD,1137
13104,202112,60280,ME,124
13104,202112,60280,MI,1699
13104,202112,60280,MN,1330
13104,202112,60280,MO,1352
13104,202112,60280,MS,459
13104,202112,60280,NC,1932
13104,202112,60280,ND,19
13104,202112,60280,NE,173
13104,202112,60280,NH,335
13104,202112,60280,NJ,716
13104,202112,60280,NM,376
13104,202112,60280,NV,548
13104,202112,60280,NY,1621
13104,202112,60280,OH,4891
13104,202112,60280,OK,814
13104,202112,60280,OR,352
13104,202112,60280,PA,2312
13104,202112,60280,PR,182
13104,202112,60280,RI,431
13104,202112,60280,SC,862
13104,202112,60280,SD,32
13104,202112,60280,TN,1319
13104,202112,60280,TX,4726
13104,202112,60280,UT,276
13104,202112,60280,VA,1433
13104,202112,60280,VT,3
13104,202112,60280,WA,642
13104,202112,60280,WI,795
13104,202112,60280,WV,357
13104,202112,60329,AL,12
13104,202112,60329,GA,231
13104,202112,60329,MS,13
13104,202112,60329,TN,12529
13104,202112,60329,VA,88
13104,202112,60379,AK,8232
13104,202112,60379,AL,17921
13104,202112,60379,AR,21306
13104,202112,60379,AZ,18326
13104,202112,60379,CA,223987
13104,202112,60379,CO,24963
13104,202112,60379,CT,14467
13104,202112,60379,DC,2808
13104,202112,60379,DE,4371
13104,202112,60379,FL,30654
13104,202112,60379,GA,46880
13104,202112,60379,HI,316
13104,202112,60379,IA,20417
13104,202112,60379,ID,6291
13104,202112,60379,IL,58869
13104,202112,60379,IN,24122
13104,202112,60379,KS,15740
13104,202112,60379,KY,21831
13104,202112,60379,LA,19016
13104,202112,60379,MA,43030
13104,202112,60379,MD,26530
13104,202112,60379,ME,5702
13104,202112,60379,MI,32584
13104,202112,60379,MN,21664
13104,202112,60379,MO,30712
13104,202112,60379,MS,25297
13104,202112,60379,MT,7814
13104,202112,60379,NC,49986
13104,202112,60379,ND,4370
13104,202112,60379,NE,9813
13104,202112,60379,NH,6503
13104,202112,60379,NJ,27147
13104,202112,60379,NM,8483
13104,202112,60379,NV,19463
13104,202112,60379,NY,55024
13104,202112,60379,OH,19209
13104,202112,60379,OK,18632
13104,202112,60379,OR,15850
13104,202112,60379,PA,41076
13104,202112,60379,PR,1606
13104,202112,60379,RI,3361
13104,202112,60379,SC,9015
13104,202112,60379,SD,6181
13104,202112,60379,TN,25985
13104,202112,60379,TX,86567
13104,202112,60379,UT,5170
13104,202112,60379,VA,32386
13104,202112,60379,VT,5001
13104,202112,60379,WA,24064
13104,202112,60379,WI,20843
13104,202112,60379,WV,8829
13104,202112,60379,WY,4155
13104,202112,60565,AL,2
13104,202112,60565,AR,90
13104,202112,60565,AZ,5
13104,202112,60565,CA,8474
13104,202112,60565,CO,1349
13104,202112,60565,CT,365
13104,202112,60565,DC,34
13104,202112,60565,DE,169
13104,202112,60565,FL,3340
13104,202112,68673,CA,30403
13104,202112,68759,AL,198
13104,202112,68759,AR,182
13104,202112,68759,AZ,820
13104,202112,68759,CA,1347
13104,202112,68759,CO,290
13104,202112,68759,CT,178
13104,202112,68759,DE,19
13104,202112,68759,FL,569
13104,202112,68759,GA,464
13104,202112,68759,IA,184
13104,202112,68759,ID,122
13104,202112,68759,IL,442
13104,202112,68759,IN,283
13104,202112,68759,KS,163
13104,202112,68759,KY,142
13104,202112,68759,LA,229
13104,202112,68759,MA,166
13104,202112,68759,MD,189
13104,202112,68759,ME,66
13104,202112,68759,MI,286
13104,202112,68759,MN,104
13104,202112,68759,MO,243
13104,202112,68759,MS,111
13104,202112,68759,MT,148
13104,202112,68759,NC,318
13104,202112,68759,ND,34
13104,202112,68759,NE,100
13104,202112,68759,NH,34
13104,202112,68759,NJ,96
13104,202112,68759,NM,437
13104,202112,68759,NV,215
13104,202112,68759,NY,158
13104,202112,68759,OH,465
13104,202112,68759,OK,238
13104,202112,68759,OR,325
13104,202112,68759,PA,260
13104,202112,68759,RI,40
13104,202112,68759,SC,196
13104,202112,68759,SD,28
13104,202112,68759,TN,333
13104,202112,68759,TX,2881
13104,202112,68759,UT,210
13104,202112,68759,VA,137
13104,202112,68759,VT,32
13104,202112,68759,WA,367
13104,202112,68759,WI,154
13104,202112,68759,WV,39
13104,202112,68759,WY,117
13104,202112,68848,AL,41
13104,202112,68848,AR,3
13104,202112,68848,AZ,48
13104,202112,68848,CA,427
13104,202112,68848,CO,50
13104,202112,68848,CT,25
13104,202112,68848,DE,36
13104,202112,68848,FL,135
13104,202112,68848,GA,79
13104,202112,68848,HI,13
13104,202112,68848,ID,13
13104,202112,68848,IL,50
13104,202112,68848,IN,43
13104,202112,68848,KS,16
13104,202112,68848,LA,15
13104,202112,68848,MA,549
13104,202112,68848,MD,59
13104,202112,68848,ME,22
13104,202112,68848,MI,71
13104,202112,68848,MN,35
13104,202112,68848,MO,62
13104,202112,68848,MS,15
13104,202112,68848,NC,27
13104,202112,68848,NE,14
13104,202112,68848,NH,19
13104,202112,68848,NJ,359
13104,202112,68848,NM,17
13104,202112,68848,NV,23
13104,202112,68848,NY,683
13104,202112,68848,OH,15
13104,202112,68848,OK,2
13104,202112,68848,OR,2
13104,202112,68848,PA,626
13104,202112,68848,PR,131
13104,202112,68848,RI,3
13104,202112,68848,SC,39
13104,202112,68848,TN,41
13104,202112,68848,TX,212
13104,202112,68848,UT,17
13104,202112,68848,VA,72
13104,202112,68848,VT,11
13104,202112,68848,WA,35
13104,202112,68848,WI,41
13104,202112,68848,WV,9
13104,202112,69066,AL,11
13104,202112,69066,AR,34
13104,202112,69066,AZ,80
13104,202112,69066,CA,285
13104,202112,69066,CO,1
13104,202112,69066,CT,16
13104,202112,69066,DE,101
13104,202112,69066,FL,543
13104,202112,69066,GA,405
13104,202112,69066,HI,356
13104,202112,69066,ID,13
13104,202112,69066,IL,48
13104,202112,69066,IN,311
13104,202112,69066,MD,99
13104,202112,69066,MI,21
13104,202112,69066,MO,9
13104,202112,69066,NC,42
13104,202112,69066,NJ,6
13104,202112,69066,NM,42
13104,202112,69066,NY,65
13104,202112,69066,OH,68
13104,202112,69066,OK,34
13104,202112,69066,OR,2
13104,202112,69066,PA,52
13104,202112,69066,SC,66
13104,202112,69066,TN,1534
13104,202112,69066,TX,1216
13104,202112,69066,VA,22
13104,202112,69066,WY,23
13104,202112,69073,AR,1504
13104,202112,69073,AZ,508
13104,202112,69073,CA,3993
13104,202112,69073,CO,1362
13104,202112,69073,DC,1
13104,202112,69073,FL,111
13104,202112,69073,GA,111
13104,202112,69073,IA,1719
13104,202112,69073,ID,480
13104,202112,69073,IL,4558
13104,202112,69073,KS,2497
13104,202112,69073,KY,3
13104,202112,69073,LA,1945
13104,202112,69073,MA,0
13104,202112,69073,MI,47
13104,202112,69073,MN,1433
13104,202112,69073,MO,2306
13104,202112,69073,MT,1
13104,202112,69073,NC,111
13104,202112,69073,NE,3441
13104,202112,69073,NM,304
13104,202112,69073,NV,973
13104,202112,69073,NY,115
13104,202112,69073,OH,115
13104,202112,69073,OK,264
13104,202112,69073,OR,2154
13104,202112,69073,PA,243
13104,202112,69073,TN,279
13104,202112,69073,TX,6853
13104,202112,69073,UT,894
13104,202112,69073,WA,180
13104,202112,69073,WI,528
13104,202112,69073,WY,1292
13104,202112,69134,NM,6327
13104,202112,69141,OK,26016
13104,202112,69159,AK,0
13104,202112,69159,AL,0
13104,202112,69159,AR,0
13104,202112,69159,AZ,0
13104,202112,69159,CA,0
13104,202112,69159,CO,0
13104,202112,69159,CT,0
13104,202112,69159,DC,0
13104,202112,69159,DE,0
13104,202112,69159,FL,0
13104,202112,69159,GA,0
13104,202112,69159,HI,0
13104,202112,69159,IA,0
13104,202112,69159,ID,0
13104,202112,69159,IL,0
13104,202112,69159,IN,0
13104,202112,69159,KS,0
13104,202112,69159,KY,0
13104,202112,69159,LA,0
13104,202112,69159,MA,0
13104,202112,69159,MD,0
13104,202112,69159,ME,0
13104,202112,69159,MI,0
13104,202112,69159,MN,0
13104,202112,69159,MO,0
13104,202112,69159,MS,0
13104,202112,69159,MT,0
13104,202112,69159,NC,0
13104,202112,69159,ND,0
13104,202112,69159,NE,0
13104,202112,69159,NH,0
13104,202112,69159,NJ,0
13104,202112,69159,NM,0
13104,202112,69159,NV,0
13104,202112,69159,NY,0
13104,202112,69159,OH,0
13104,202112,69159,OK,0
13104,202112,69159,OR,0
13104,202112,69159,PA,0
13104,202112,69159,PR,0
13104,202112,69159,RI,0
13104,202112,69159,SC,0
13104,202112,69159,SD,0
13104,202112,69159,TN,0
13104,202112,69159,TX,0
13104,202112,69159,UT,0
13104,202112,69159,VA,0
13104,202112,4756,OH,1000
13104,202112,4806,AL,247
13104,202112,4806,AR,594
13104,202112,4806,AZ,813
13104,202112,4806,CA,708
13104,202112,4806,CO,212
13104,202112,4806,CT,918
13104,202112,4806,DC,72
13104,202112,4806,DE,13
13104,202112,4806,FL,3334
13104,202112,4806,GA,2165
13104,202112,4806,HI,38
13104,202112,4806,ID,2
13104,202112,4806,IL,523
13104,202112,4806,IN,1430
13104,202112,4806,KS,30136
13104,202112,4806,KY,9
13104,202112,4806,LA,1117
13104,202112,4806,MA,245
13104,202112,4806,MD,1805
13104,202112,4806,ME,21
13104,202112,4806,MI,2438
13104,202112,4806,MN,521
13104,202112,4806,MO,33
13104,202112,4806,MS,42
13104,202112,4806,MT,25
13104,202112,4806,NC,296
13104,202112,4806,NE,6
13104,202112,4806,NH,554
13104,202112,4806,NJ,75
13104,202112,4806,NV,3
13104,202112,4806,NY,215
13104,202112,4806,OH,2617
13104,202112,4806,OK,7
13104,202112,4806,OR,84
13104,202112,4806,PA,459
13104,202112,4806,RI,866
13104,202112,4806,SC,775
13104,202112,4806,SD,114
13104,202112,4806,TN,586
13104,202112,4806,TX,5905
13104,202112,4806,UT,124
13104,202112,4806,VA,219
13104,202112,4806,WA,95
13104,202112,4806,WI,584
13104,202112,4842,IN,1
13104,202112,4856,CA,1
13104,202112,5106,AK,365
13104,202112,5106,AL,1104
13104,202112,5106,AR,1992
13104,202112,5106,AZ,3061
13104,202112,5106,CA,356
13104,202112,5106,CO,3600
13104,202112,5106,CT,1497
13104,202112,5106,DC,601
13104,202112,5106,DE,136
13104,202112,5106,FL,6959
13104,202112,5106,GA,4697
13104,202112,5106,HI,228
13104,202112,5106,IA,736
13104,202112,5106,ID,349
13104,202112,5106,IL,5043
13104,202112,5106,IN,5475
13104,202112,5106,KS,1338
13104,202112,5106,KY,1279
13104,202112,5106,LA,1719
13104,202112,5106,MA,2151
13104,202112,5106,MD,1826
13104,202112,5106,ME,350
13104,202112,5106,MI,2860
13104,202112,5106,MN,1396
13104,202112,5106,MO,2401
13104,202112,5106,MS,917
13104,202112,5106,MT,471
13104,202112,5106,NC,2916
13104,202112,5106,ND,336
13104,202112,5106,NE,388
13104,202112,5106,NH,455
13104,202112,5106,NJ,3312
13104,202112,5106,NM,441
13104,202112,5106,NV,1293
13104,202112,5106,NY,6058
13104,202112,5106,OH,7924
13104,202112,5106,OK,1081
13104,202112,5106,OR,1178
13104,202112,5106,PA,10953
13104,202112,5106,PR,291
13104,202112,5106,RI,75
13104,202112,5106,SC,1341
13104,202112,5106,SD,274
13104,202112,5106,TN,7361
13104,202112,5106,TX,9838
13104,202112,5106,UT,1194
13104,202112,5106,VA,4001
13104,202112,5106,VT,88
13104,202112,5106,WA,2340
13104,202112,5106,WI,2043
13104,202112,5106,WV,406
13104,202112,5106,WY,768
13104,202112,5135,WA,1
13104,202112,5149,NY,131710
13104,202112,5156,OH,175
13104,202112,5156,WI,0
13104,202112,5235,TX,92000
13104,202112,5242,WI,17000
13104,202112,5285,NY,1
13104,202112,5292,NY,406378
13104,202112,5342,AZ,2000
13104,202112,5685,MN,1000
13104,202112,5692,VA,4000
13104,202112,5778,AL,31
13104,202112,5778,AR,17
13104,202112,5778,AZ,116
13104,202112,5778,CA,3955
13104,202112,5778,CO,691
13104,202112,5778,CT,302
13104,202112,5778,DC,67
13104,202112,5778,DE,11
13104,202112,5778,FL,1758
13104,202112,5778,GA,588
13104,202112,5778,HI,6
13104,202112,5778,IA,616
13104,202112,5778,ID,1
13104,202112,5778,IL,9340
13104,202112,5778,IN,2957
13104,202112,5778,KS,285
13104,202112,5778,KY,1664
13104,202112,5778,LA,18
13104,202112,5778,MA,618
13104,202112,5778,MD,1164
13104,202112,5778,ME,9
13104,202112,5778,MI,486
13104,202112,5778,MN,1411
13104,202112,5778,MO,3329
13104,202112,5778,MS,478
13104,202112,5778,MT,2
13104,202112,5778,NC,1446
13104,202112,5778,NE,90
13104,202112,5778,NH,296
13104,202112,5778,NJ,385
13104,202112,5778,NV,776
13104,202112,5778,NY,1487
13104,202112,5778,OH,1349
13104,202112,5778,OK,462
13104,202112,5778,OR,90
13104,202112,5778,PA,2518
13104,202112,5778,SC,507
13104,202112,5778,SD,233
13104,202112,5778,TN,556
13104,202112,5778,TX,2711
13104,202112,5778,UT,503
13104,202112,5778,VA,1729
13104,202112,5778,VT,278
13104,202112,5778,WA,254
13104,202112,5778,WI,5600
13104,202112,5778,WV,3
13104,202112,5778,WY,1
13104,202112,5828,CT,762043
13104,202112,5878,AK,9070
13104,202112,5878,AL,46486
13104,202112,5878,AR,18046
13104,202112,5878,AZ,46394
13104,202112,5878,CA,176797
13104,202112,5878,CO,42795
13104,202112,5878,CT,11058
13104,202112,5878,DC,86814
13104,202112,5878,DE,6763
13104,202112,5878,FL,130613
13104,202112,5878,GA,77582
13104,202112,5878,GU,0
13104,202112,5878,HI,12163
13104,202112,5878,IA,14170
13104,202112,5878,ID,11433
13104,202112,5878,IL,55417
13104,202112,5878,IN,29087
13104,202112,5878,KS,19592
13104,202112,5878,KY,27107
13104,202112,5878,LA,23004
13104,202112,5878,MA,32373
13104,202112,5878,MD,137951
13104,202112,5878,ME,12315
13104,202112,5878,MI,35679
13104,202112,5878,MN,22834
13104,202112,5878,MO,42491
13104,202112,5878,MS,20895
13104,202112,5878,MT,10860
13104,202112,5878,NC,58952
13104,202112,5878,ND,5854
13104,202112,5878,NE,11644
13104,202112,5878,NH,8368
13104,202112,5878,NJ,37445
13104,202112,5878,NM,24291
13104,202112,5878,NV,18058
13104,202112,5878,NY,73852
13104,202112,5878,OH,60500
13104,202112,5878,OK,41004
13104,202112,5878,OR,25148
13104,202112,5878,PA,82896
13104,202112,5878,PR,21439
13104,202112,5878,RI,7052
13104,202112,5878,SC,32651
13104,202112,5878,SD,8839
13104,202112,5878,TN,35606
13104,202112,5878,TX,159142
13104,202112,68712,AL,14
13104,202112,68712,AR,6
13104,202112,68712,AZ,72
13104,202112,68712,CA,1
13104,202112,68712,CO,11
13104,202112,68712,CT,27
13104,202112,68712,DC,2
13104,202112,68712,DE,1564
13104,202112,68712,FL,919
13104,202112,68712,GA,401
13104,202112,68712,IA,8
13104,202112,68712,IL,244
13104,202112,68712,IN,178
13104,202112,68712,KS,317
13104,202112,68712,KY,42
13104,202112,68712,LA,352
13104,202112,68712,MA,211
13104,202112,68712,MD,38
13104,202112,68712,MI,195
13104,202112,68712,MO,275
13104,202112,68712,MS,117
13104,202112,68712,NC,198
13104,202112,68712,NE,9
13104,202112,68712,NH,16
13104,202112,68712,NJ,602
13104,202112,68712,NM,158
13104,202112,68712,NV,3
13104,202112,68712,NY,627
13104,202112,68712,OH,693
13104,202112,68712,OK,329
13104,202112,68712,PA,14182
13104,202112,68712,PR,44
13104,202112,68712,RI,158
13104,202112,68712,SC,502
13104,202112,68712,TN,117
13104,202112,68712,TX,26589
13104,202112,68712,VA,510
13104,202112,68712,VT,8
13104,202112,68712,WA,5
13104,202112,68712,WV,30
13104,202112,68793,AL,1105
13104,202112,68793,AR,611
13104,202112,68793,AZ,540
13104,202112,68793,CA,1710
13104,202112,68793,CO,886
13104,202112,68793,CT,141
13104,202112,68793,FL,2025
13104,202112,68793,GA,1735
13104,202112,68793,IA,701
13104,202112,68793,ID,168
13104,202112,68793,IL,1699
13104,202112,68793,IN,804
13104,202112,68793,KS,797
13104,202112,68793,KY,717
13104,202112,68793,LA,606
13104,202112,68793,MA,127
13104,202112,68793,MD,196
13104,202112,68793,ME,71
13104,202112,68793,MI,861
13104,202112,68793,MN,735
13104,202112,68793,MO,1222
13104,202112,68793,MS,360
13104,202112,68793,MT,187
13104,202112,68793,NC,1114
13104,202112,68793,ND,147
13104,202112,68793,NE,642
13104,202112,68793,NH,328
13104,202112,68793,NJ,361
13104,202112,68793,NM,399
13104,202112,68793,NV,221
13104,202112,68793,NY,564
13104,202112,68793,OH,1272
13104,202112,68793,OK,1740
13104,202112,68793,OR,258
13104,202112,68793,PA,700
13104,202112,68793,RI,35
13104,202112,68793,SC,682
13104,202112,68793,SD,158
13104,202112,68793,TN,1061
13104,202112,68793,TX,103
13104,202112,68793,UT,235
13104,202112,68793,VA,504
13104,202112,68793,VT,35
13104,202112,68793,WA,587
13104,202112,68793,WI,889
13104,202112,68793,WV,160
13104,202112,68793,WY,101
13104,202112,69014,TN,28449
13104,202112,69044,AL,13670
13104,202112,69044,CO,9
13104,202112,69044,CT,11
13104,202112,69044,FL,430
13104,202112,69044,GA,16930
13104,202112,69044,IL,3333
13104,202112,69044,KY,2
13104,202112,69044,LA,24
13104,202112,69044,MD,8
13104,202112,69044,MN,7
13104,202112,69044,MS,2087
13104,202112,69044,NC,375
13104,202112,69044,NJ,34
13104,202112,69044,NV,1
13104,202112,69044,NY,8
13104,202112,69044,OK,2
13104,202112,69044,SC,6
13104,202112,69044,TN,62
13104,202112,69044,TX,260
13104,202112,69044,VA,221
13104,202112,69044,WA,5
13104,202112,69095,AK,5
13104,202112,69095,AL,87
13104,202112,69095,AR,51
13104,202112,69095,AZ,130
13104,202112,69095,CA,1200
13104,202112,69095,CO,162
13104,202112,69095,CT,180
13104,202112,69095,DC,13
13104,202112,69095,DE,21
13104,202112,69095,FL,577
13104,202112,69095,GA,220
13104,202112,69095,HI,23
13104,202112,69095,IA,199
13104,202112,69095,ID,11
13104,202112,69095,IL,3906
13104,202112,69095,IN,144
13104,202112,69095,KS,51
13104,202112,69095,KY,75
13104,202112,69095,LA,186
13104,202112,69095,MA,112
13104,202112,69095,MD,97
13104,202112,69095,ME,17
13104,202112,69095,MI,762
13104,202112,69095,MN,140
13104,202112,69095,MO,712
13104,202112,69095,MS,185
13104,202112,69095,MT,14
13104,202112,69095,NC,171
13104,202112,69095,ND,24
13104,202112,69095,NE,25
13104,202112,69095,NH,23
13104,202112,69095,NJ,155
13104,202112,69095,NM,36
13104,202112,69095,NV,71
13104,202112,69095,NY,304
13104,202112,69095,OH,608
13104,202112,69095,OK,95
13104,202112,69095,OR,60
13104,202112,69095,PA,210
13104,202112,69095,PR,68
13104,202112,69095,RI,32
13104,202112,69095,SC,356
13104,202112,69095,SD,16
13104,202112,69095,TN,124
13104,202112,69095,TX,976
13104,202112,69095,UT,55
13104,202112,69095,VA,181
13104,202112,69095,VT,11
13104,202112,69095,WA,298
13104,202112,69095,WI,545
13104,202112,69095,WV,44
13104,202112,69095,WY,9
13104,202112,69163,WA,32985
13104,202112,69261,FL,2549
13104,202112,69295,TX,906
13104,202112,69346,MN,28431
13104,202112,69363,FL,0
13104,202112,69363,NY,0
13104,202112,69363,PR,20021
13104,202112,69414,KS,381
13104,202112,69465,CA,127
13104,202112,69495,IA,4
13104,202112,69495,MN,24
13104,202112,69495,ND,1317
13104,202112,69495,SD,1050
13104,202112,69512,AK,0
13104,202112,69512,AL,258
13104,202112,69512,AR,237
13104,202112,69512,AZ,1599
13104,202112,69512,CA,2674
13104,202112,69512,CO,682
13104,202112,69512,CT,341
13104,202112,69512,DC,264
13104,202112,69512,DE,162
13104,202112,69512,FL,2840
13104,202112,69512,GA,821
13104,202112,69512,IL,284
13104,202112,69512,IN,378
13104,202112,69512,KS,291
13104,202112,69512,KY,166
13104,202112,69512,LA,905
13104,202112,69512,MA,383
13104,202112,69512,MD,656
13104,202112,69512,MI,586
13104,202112,69512,MS,508
13104,202112,69512,NC,1352
13104,202112,69512,NH,37
13104,202112,69512,NJ,1492
13104,202112,69512,NV,1187
13104,202112,69512,NY,2652
13104,202112,69512,OH,1064
13104,202112,69512,OR,166
13104,202112,69512,PA,732
13104,202112,69512,RI,173
13104,202112,69512,SC,311
13104,202112,65796,AK,20
13104,202112,65796,AL,0
13104,202112,65796,AR,84
13104,202112,65796,AZ,603
13104,202112,65796,CA,3352
13104,202112,65796,CO,258
13104,202112,65796,CT,250
13104,202112,65796,DC,2095
13104,202112,65796,DE,74
13104,202112,65796,FL,2851
13104,202112,65796,GA,581
13104,202112,65796,HI,1
13104,202112,65796,IA,31
13104,202112,65796,ID,9
13104,202112,65796,IL,140
13104,202112,65796,IN,16
13104,202112,65796,KS,182
13104,202112,65796,KY,6
13104,202112,65796,LA,82
13104,202112,65796,MA,82
13104,202112,65796,MD,248
13104,202112,65796,ME,57
13104,202112,65796,MI,67
13104,202112,65796,MO,267
13104,202112,65796,MS,36
13104,202112,65796,MT,0
13104,202112,65796,NC,250
13104,202112,65796,ND,1
13104,202112,65796,NE,120
13104,202112,65796,NH,0
13104,202112,65796,NJ,1061
13104,202112,65796,NV,139
13104,202112,65796,NY,2157
13104,202112,65796,OH,313
13104,202112,65796,OK,201
13104,202112,65796,OR,35
13104,202112,65796,PA,712
13104,202112,65796,RI,0
13104,202112,65796,SC,22
13104,202112,65796,SD,0
13104,202112,65796,TN,60
13104,202112,65796,TX,1810
13104,202112,65796,UT,141
13104,202112,65796,VA,499
13104,202112,65796,VT,0
13104,202112,65796,WA,220
13104,202112,65796,WI,7
13104,202112,65796,WV,33
13104,202112,65796,WY,8
13104,202112,65846,NY,25521
13104,202112,65896,MI,93930
13104,202112,65995,AR,10562
13104,202112,65995,FL,2728
13104,202112,65995,MO,6642
13104,202112,65995,WA,9147
13104,202112,66031,OK,200
13104,202112,66131,KS,440
13104,202112,66131,MO,897
13104,202112,66196,AK,0
13104,202112,66196,AL,0
13104,202112,66196,AR,0
13104,202112,66196,AZ,0
13104,202112,66196,CA,0
13104,202112,66196,CO,0
13104,202112,66196,CT,0
13104,202112,66196,DC,0
13104,202112,66196,DE,0
13104,202112,66196,FL,0
13104,202112,66196,GA,0
13104,202112,66196,GU,0
13104,202112,66196,HI,0
13104,202112,66196,IA,0
13104,202112,66196,ID,0
13104,202112,66196,IL,0
13104,202112,66196,IN,0
13104,202112,66196,KS,0
13104,202112,66196,KY,0
13104,202112,66196,LA,0
13104,202112,66196,MA,0
13104,202112,66196,MD,0
13104,202112,66196,ME,0
13104,202112,66196,MI,0
13104,202112,66196,MN,0
13104,202112,66196,MO,0
13104,202112,66196,MS,0
13104,202112,66196,MT,0
13104,202112,66196,NC,0
13104,202112,66196,ND,0
13104,202112,66196,NE,0
13104,202112,66196,NH,0
13104,202112,66196,NJ,0
13104,202112,66196,NM,0
13104,202112,66196,NV,0
13104,202112,66196,NY,0
13104,202112,66196,OH,0
13104,202112,66196,OK,0
13104,202112,66196,OR,0
13104,202112,66196,PA,0
13104,202112,66196,PR,0
13104,202112,66196,RI,0
13104,202112,66196,SC,0
13104,202112,66196,SD,0
13104,202112,66196,TN,0
13104,202112,66196,TX,0
13104,202112,66196,UT,0
13104,202112,66196,VA,0
13104,202112,66196,VT,0
13104,202112,66196,WA,0
13104,202112,66196,WI,0
13104,202112,66196,WV,0
13104,202112,66196,WY,0
13104,202112,66246,WV,3034
13104,202112,66296,AK,38
13104,202112,66296,AL,10987
13104,202112,66296,AR,10105
13104,202112,66296,AZ,68075
13104,202112,66296,CA,113785
13104,202112,66296,CO,29050
13104,202112,66296,CT,14519
13104,202112,66296,DC,11258
13104,202112,66296,DE,6939
13104,202112,66296,FL,120864
13104,202112,66296,GA,34960
13104,202112,66296,HI,1008
13104,202112,66296,IA,20463
13104,202112,66296,ID,2663
13104,202112,66296,IL,12119
13104,202112,66296,IN,16106
13104,202112,66296,KS,12408
13104,202112,66296,KY,7084
13104,202112,66296,LA,38547
13104,202112,66296,MA,16310
13104,202112,66296,MD,27922
13104,202112,66296,ME,2524
13104,202112,66296,MI,24973
13104,202112,66296,MO,48870
13104,202112,66296,MS,21633
13104,202112,66296,MT,126
13104,202112,66296,NC,57551
13104,202112,66296,ND,213
13104,202112,66296,NE,14057
13104,202112,66296,NH,1603
13104,202112,66296,NJ,63487
13104,202112,66296,NM,13089
13104,202112,66296,NV,50534
13104,202112,66296,NY,112850
13104,202112,66296,OH,45278
13104,202112,66296,OK,10484
13104,202112,66296,OR,7106
13104,202112,66296,PA,31160
13104,202112,66296,RI,7393
13104,202112,66296,SC,13268
13104,202112,66296,SD,122
13104,202112,66296,TN,52028
13104,202112,66296,TX,240040
13104,202112,66296,UT,9428
